  15048   2827   4230  7991 
   340   118   2   2     7
   342   118   2   2     8
   344   118   2   2     9
   346   118   2   2     9
   348   118   2   2     8
   350   118   2   2     6
   352   118   2   2     5
   366   118   2   2     5
   368   118   2   2     5
   370   118   2   2     5
   158   120   2   2     5
   160   120   2   2     5
   162   120   2   2     5
   164   120   2   2     5
   168   120   2   2     5
   170   120   2   2     5
   178   120   2   2     5
   180   120   2   2     5
   182   120   2   2     5
   184   120   2   2     5
   186   120   2   2     7
   292   120   2   2    11
   294   120   2   2    10
   296   120   2   2     9
   298   120   2   2     7
   300   120   2   2     6
   302   120   2   2     5
   304   120   2   2     5
   328   120   2   2     5
   330   120   2   2     6
   332   120   2   2     8
   334   120   2   2     9
   336   120   2   2     9
   338   120   2   2    10
   340   120   2   2    10
   342   120   2   2    11
   348   120   2   2    10
   350   120   2   2    10
   352   120   2   2    10
   354   120   2   2     9
   356   120   2   2     8
   358   120   2   2     7
   360   120   2   2     7
   362   120   2   2     7
   364   120   2   2     7
   366   120   2   2     9
   368   120   2   2    10
   370   120   2   2    10
   372   120   2   2    10
   374   120   2   2     7
   376   120   2   2     5
   170   122   2   2     5
   172   122   2   2     5
   174   122   2   2     5
   176   122   2   2     5
   178   122   2   2     5
   180   122   2   2     5
   182   122   2   2     6
   184   122   2   2     7
   186   122   2   2     7
   292   122   2   2    12
   294   122   2   2    12
   296   122   2   2    12
   298   122   2   2    11
   300   122   2   2    11
   302   122   2   2    10
   304   122   2   2     9
   306   122   2   2     7
   308   122   2   2     6
   310   122   2   2     5
   326   122   2   2     5
   328   122   2   2     7
   330   122   2   2     9
   332   122   2   2    10
   334   122   2   2    10
   336   122   2   2    11
   338   122   2   2    12
   340   122   2   2    12
   342   122   2   2    12
   348   122   2   2    12
   350   122   2   2    12
   352   122   2   2    12
   354   122   2   2    12
   356   122   2   2    12
   358   122   2   2    11
   360   122   2   2    11
   362   122   2   2    11
   364   122   2   2    11
   366   122   2   2    11
   368   122   2   2    11
   370   122   2   2    11
   372   122   2   2    11
   374   122   2   2    10
   376   122   2   2     7
   378   122   2   2     5
   130   124   2   2     5
   132   124   2   2     5
   134   124   2   2     5
   136   124   2   2     5
   176   124   2   2     5
   178   124   2   2     5
   180   124   2   2     5
   182   124   2   2     7
   304   124   2   2    12
   306   124   2   2    11
   308   124   2   2    10
   310   124   2   2     9
   312   124   2   2     8
   314   124   2   2     6
   316   124   2   2     5
   318   124   2   2     5
   320   124   2   2     5
   322   124   2   2     5
   324   124   2   2     7
   326   124   2   2     9
   328   124   2   2    10
   330   124   2   2    11
   376   124   2   2    10
   378   124   2   2     8
   380   124   2   2     5
   126   126   2   2     5
   128   126   2   2     5
   130   126   2   2     5
   132   126   2   2     5
   134   126   2   2     5
   136   126   2   2     5
   138   126   2   2     5
   140   126   2   2     5
   142   126   2   2     5
   178   126   2   2     5
   180   126   2   2     6
   182   126   2   2     8
   304   126   2   2    14
   306   126   2   2    13
   308   126   2   2    13
   310   126   2   2    13
   312   126   2   2    12
   314   126   2   2    11
   316   126   2   2    10
   318   126   2   2     8
   320   126   2   2     8
   322   126   2   2    10
   324   126   2   2    11
   326   126   2   2    11
   328   126   2   2    12
   330   126   2   2    12
   376   126   2   2    12
   378   126   2   2    11
   380   126   2   2     9
   382   126   2   2     6
   124   128   2   2     5
   126   128   2   2     5
   128   128   2   2     5
   130   128   2   2     5
   136   128   2   2     5
   138   128   2   2     5
   140   128   2   2     5
   142   128   2   2     5
   144   128   2   2     5
   178   128   2   2     5
   180   128   2   2     8
   182   128   2   2     9
   380   128   2   2    12
   382   128   2   2    11
   384   128   2   2    10
   386   128   2   2     6
   388   128   2   2     5
   120   130   2   2     5
   122   130   2   2     5
   124   130   2   2     5
   126   130   2   2     5
   128   130   2   2     5
   130   130   2   2     5
   136   130   2   2     5
   138   130   2   2     5
   140   130   2   2     5
   142   130   2   2     5
   144   130   2   2     5
   146   130   2   2     5
   164   130   2   2     5
   178   130   2   2     8
   180   130   2   2     9
   182   130   2   2    10
   380   130   2   2    13
   382   130   2   2    13
   384   130   2   2    13
   386   130   2   2    12
   388   130   2   2     9
   390   130   2   2     7
   118   132   2   2     5
   120   132   2   2     5
   122   132   2   2     5
   124   132   2   2     5
   126   132   2   2     5
   144   132   2   2     5
   146   132   2   2     5
   162   132   2   2     5
   164   132   2   2     5
   166   132   2   2     5
   168   132   2   2     5
   170   132   2   2     5
   172   132   2   2     7
   174   132   2   2     8
   176   132   2   2     9
   178   132   2   2     9
   180   132   2   2    10
   182   132   2   2    10
   388   132   2   2    12
   390   132   2   2    12
   392   132   2   2    10
   394   132   2   2     8
   116   134   2   2     5
   118   134   2   2     5
   120   134   2   2     5
   122   134   2   2     5
   124   134   2   2     5
   126   134   2   2     5
   144   134   2   2     5
   146   134   2   2     5
   148   134   2   2     5
   160   134   2   2     5
   162   134   2   2     5
   164   134   2   2     5
   166   134   2   2     5
   168   134   2   2     6
   170   134   2   2     7
   172   134   2   2     8
   174   134   2   2     8
   176   134   2   2     9
   178   134   2   2     9
   180   134   2   2     9
   182   134   2   2    10
   388   134   2   2    13
   390   134   2   2    12
   392   134   2   2    12
   394   134   2   2    11
   396   134   2   2     9
   114   136   2   2     5
   116   136   2   2     5
   118   136   2   2     5
   144   136   2   2     5
   146   136   2   2     5
   148   136   2   2     5
   158   136   2   2     5
   160   136   2   2     5
   162   136   2   2     5
   176   136   2   2     8
   178   136   2   2     8
   180   136   2   2     9
   182   136   2   2     9
   184   136   2   2    10
   186   136   2   2    10
   392   136   2   2    12
   394   136   2   2    12
   396   136   2   2    11
   398   136   2   2    10
   400   136   2   2     5
   112   138   2   2     5
   114   138   2   2     5
   116   138   2   2     5
   118   138   2   2     5
   144   138   2   2     5
   146   138   2   2     5
   156   138   2   2     5
   158   138   2   2     5
   160   138   2   2     5
   162   138   2   2     5
   176   138   2   2     7
   178   138   2   2     8
   180   138   2   2     8
   182   138   2   2     8
   184   138   2   2     9
   186   138   2   2    10
   392   138   2   2    12
   394   138   2   2    12
   396   138   2   2    12
   398   138   2   2    12
   400   138   2   2    10
   110   140   2   2     5
   112   140   2   2     5
   114   140   2   2     5
   144   140   2   2     6
   146   140   2   2     6
   148   140   2   2     5
   156   140   2   2     5
   158   140   2   2     5
   168   140   2   2     6
   170   140   2   2     6
   172   140   2   2     7
   174   140   2   2     7
   176   140   2   2     6
   178   140   2   2     6
   180   140   2   2     5
   182   140   2   2     5
   184   140   2   2     7
   186   140   2   2    10
   400   140   2   2    12
   402   140   2   2     9
   404   140   2   2     5
   108   142   2   2     5
   110   142   2   2     5
   112   142   2   2     5
   114   142   2   2     5
   144   142   2   2     6
   146   142   2   2     6
   148   142   2   2     7
   150   142   2   2     6
   152   142   2   2     5
   154   142   2   2     5
   156   142   2   2     5
   158   142   2   2     5
   168   142   2   2     5
   170   142   2   2     5
   172   142   2   2     6
   174   142   2   2     6
   176   142   2   2     5
   178   142   2   2     5
   184   142   2   2     5
   186   142   2   2     8
   400   142   2   2    12
   402   142   2   2    11
   404   142   2   2     9
   406   142   2   2     5
   108   144   2   2     5
   110   144   2   2     5
   148   144   2   2     7
   150   144   2   2     7
   152   144   2   2     7
   154   144   2   2     7
   156   144   2   2     5
   158   144   2   2     5
   168   144   2   2     5
   170   144   2   2     5
   172   144   2   2     5
   184   144   2   2     5
   186   144   2   2     5
   404   144   2   2    10
   406   144   2   2     9
   408   144   2   2     5
   104   146   2   2     5
   106   146   2   2     5
   108   146   2   2     5
   110   146   2   2     5
   148   146   2   2     7
   150   146   2   2     7
   152   146   2   2     6
   154   146   2   2     6
   156   146   2   2     7
   158   146   2   2     7
   168   146   2   2     6
   170   146   2   2     6
   172   146   2   2     5
   184   146   2   2     5
   186   146   2   2     6
   404   146   2   2    11
   406   146   2   2    10
   408   146   2   2     9
   410   146   2   2     5
   102   148   2   2     5
   104   148   2   2     5
   106   148   2   2     5
   108   148   2   2     5
   110   148   2   2     5
   148   148   2   2     8
   150   148   2   2     8
   152   148   2   2     9
   154   148   2   2     8
   156   148   2   2     8
   158   148   2   2     7
   168   148   2   2     7
   170   148   2   2     7
   172   148   2   2     7
   174   148   2   2     5
   180   148   2   2     5
   184   148   2   2     5
   186   148   2   2     6
   408   148   2   2    11
   410   148   2   2     9
   412   148   2   2     5
     8   150   2   2     5
    90   150   2   2     5
    92   150   2   2     5
    94   150   2   2     5
    96   150   2   2     5
    98   150   2   2     5
   100   150   2   2     5
   102   150   2   2     5
   104   150   2   2     5
   106   150   2   2     5
   108   150   2   2     5
   110   150   2   2     5
   148   150   2   2     8
   150   150   2   2     9
   152   150   2   2     9
   154   150   2   2     8
   156   150   2   2     7
   158   150   2   2     8
   168   150   2   2     8
   170   150   2   2     8
   172   150   2   2     8
   174   150   2   2     8
   176   150   2   2     7
   178   150   2   2     7
   180   150   2   2     8
   182   150   2   2     8
   184   150   2   2     5
   186   150   2   2     6
   408   150   2   2    11
   410   150   2   2    11
   412   150   2   2    10
   414   150   2   2     6
   416   150   2   2     5
    84   152   2   2     5
    86   152   2   2     5
    88   152   2   2     5
    90   152   2   2     5
    92   152   2   2     5
    94   152   2   2     5
   148   152   2   2     8
   150   152   2   2     8
   154   152   2   2     5
   156   152   2   2     5
   158   152   2   2     7
   160   152   2   2     7
   162   152   2   2     7
   172   152   2   2     9
   174   152   2   2    10
   176   152   2   2    10
   178   152   2   2    10
   180   152   2   2    11
   182   152   2   2    11
   412   152   2   2    11
   414   152   2   2    10
   416   152   2   2     9
   418   152   2   2     7
   420   152   2   2     5
    80   154   2   2     5
    82   154   2   2     5
    84   154   2   2     5
    86   154   2   2     5
    88   154   2   2     5
    90   154   2   2     5
    92   154   2   2     5
    94   154   2   2     5
   148   154   2   2     7
   150   154   2   2     8
   156   154   2   2     5
   158   154   2   2     7
   160   154   2   2     8
   162   154   2   2     7
   172   154   2   2    10
   174   154   2   2    10
   176   154   2   2    11
   178   154   2   2    12
   180   154   2   2    13
   182   154   2   2    13
   412   154   2   2    12
   414   154   2   2    11
   416   154   2   2    11
   418   154   2   2    10
   420   154   2   2     8
   422   154   2   2     5
    72   156   2   2     5
    74   156   2   2     5
    76   156   2   2     5
    78   156   2   2     5
    80   156   2   2     5
    82   156   2   2     5
   148   156   2   2     7
   150   156   2   2     7
   158   156   2   2     5
   160   156   2   2     7
   162   156   2   2     8
   420   156   2   2    10
   422   156   2   2     9
   424   156   2   2     6
    72   158   2   2     5
    74   158   2   2     5
    76   158   2   2     5
    78   158   2   2     5
    80   158   2   2     5
    82   158   2   2     5
   148   158   2   2     8
   150   158   2   2     8
   160   158   2   2     5
   162   158   2   2     7
   420   158   2   2    11
   422   158   2   2    10
   424   158   2   2     9
   426   158   2   2     5
    70   160   2   2     5
    72   160   2   2     5
    74   160   2   2     5
   148   160   2   2     9
   150   160   2   2     9
   152   160   2   2     9
   154   160   2   2     7
   156   160   2   2     7
   162   160   2   2     5
   424   160   2   2    11
   426   160   2   2     9
   428   160   2   2     5
    66   162   2   2     5
    68   162   2   2     5
    70   162   2   2     5
    72   162   2   2     5
    74   162   2   2     5
   148   162   2   2     9
   150   162   2   2     9
   152   162   2   2     8
   154   162   2   2     8
   156   162   2   2     7
   160   162   2   2     6
   162   162   2   2     5
   424   162   2   2    12
   426   162   2   2    11
   428   162   2   2     8
    60   164   2   2     5
    62   164   2   2     5
    64   164   2   2     5
    66   164   2   2     5
    68   164   2   2     5
    70   164   2   2     5
   152   164   2   2     8
   154   164   2   2     7
   160   164   2   2     5
   162   164   2   2     5
   428   164   2   2    10
   430   164   2   2     8
   432   164   2   2     5
    60   166   2   2     5
    62   166   2   2     5
    64   166   2   2     5
    66   166   2   2     5
    68   166   2   2     5
    70   166   2   2     5
   152   166   2   2     9
   154   166   2   2     5
   160   166   2   2     5
   162   166   2   2     7
   428   166   2   2    11
   430   166   2   2    10
   432   166   2   2     8
   434   166   2   2     5
    26   168   2   2     5
    34   168   2   2     5
    36   168   2   2     5
    38   168   2   2     5
    40   168   2   2     5
    42   168   2   2     5
    44   168   2   2     5
    46   168   2   2     5
    48   168   2   2     5
    50   168   2   2     5
    58   168   2   2     5
    60   168   2   2     5
    62   168   2   2     5
   148   168   2   2    10
   150   168   2   2     9
   152   168   2   2     9
   154   168   2   2     5
   156   168   2   2     5
   158   168   2   2     5
   160   168   2   2     5
   162   168   2   2     5
   432   168   2   2    10
   434   168   2   2     8
   436   168   2   2     5
    26   170   2   2     5
    30   170   2   2     5
    32   170   2   2     5
    36   170   2   2     5
    38   170   2   2     5
    40   170   2   2     5
    42   170   2   2     5
    44   170   2   2     5
    46   170   2   2     5
    48   170   2   2     5
    50   170   2   2     5
    56   170   2   2     5
    58   170   2   2     5
    60   170   2   2     5
    62   170   2   2     5
   148   170   2   2     9
   150   170   2   2     8
   152   170   2   2     7
   154   170   2   2     6
   156   170   2   2     6
   158   170   2   2     5
   160   170   2   2     6
   162   170   2   2     7
   432   170   2   2    11
   434   170   2   2    10
   436   170   2   2     9
   438   170   2   2     6
    26   172   2   2     5
    30   172   2   2     5
    32   172   2   2     5
    36   172   2   2     5
    38   172   2   2     5
    48   172   2   2     5
    50   172   2   2     5
    52   172   2   2     5
    54   172   2   2     5
    56   172   2   2     5
    58   172   2   2     5
   148   172   2   2     6
   150   172   2   2     5
   152   172   2   2     5
   158   172   2   2     5
   160   172   2   2     6
   162   172   2   2     7
   436   172   2   2    11
   438   172   2   2     9
   440   172   2   2     7
   442   172   2   2     5
    28   174   2   2     5
    30   174   2   2     5
    32   174   2   2     5
    34   174   2   2     5
    36   174   2   2     5
    38   174   2   2     5
    48   174   2   2     5
    50   174   2   2     5
    52   174   2   2     5
    54   174   2   2     5
    56   174   2   2     5
    58   174   2   2     5
   148   174   2   2     7
   150   174   2   2     5
   152   174   2   2     5
   158   174   2   2     5
   160   174   2   2     7
   162   174   2   2     7
   436   174   2   2    11
   438   174   2   2    10
   440   174   2   2     9
   442   174   2   2     8
   444   174   2   2     5
    30   176   2   2     5
    96   176   2   2     7
    98   176   2   2     8
   100   176   2   2     8
   102   176   2   2     8
   148   176   2   2    10
   150   176   2   2     8
   152   176   2   2     7
   154   176   2   2     5
   156   176   2   2     5
   158   176   2   2     6
   160   176   2   2     8
   162   176   2   2     8
   180   176   2   2     6
   182   176   2   2     6
   184   176   2   2     5
   186   176   2   2     5
   188   176   2   2     5
   190   176   2   2     5
   192   176   2   2     6
   194   176   2   2     6
   196   176   2   2     7
   198   176   2   2     8
   440   176   2   2    11
   442   176   2   2    10
   444   176   2   2     9
   446   176   2   2     6
    30   178   2   2     5
    96   178   2   2     7
    98   178   2   2     6
   100   178   2   2     7
   102   178   2   2     8
   148   178   2   2    10
   150   178   2   2     9
   152   178   2   2     9
   154   178   2   2     9
   156   178   2   2     9
   158   178   2   2     8
   160   178   2   2     8
   162   178   2   2     8
   180   178   2   2     6
   182   178   2   2     5
   188   178   2   2     5
   190   178   2   2     5
   192   178   2   2     5
   194   178   2   2     6
   196   178   2   2     6
   198   178   2   2     7
   440   178   2   2    12
   442   178   2   2    11
   444   178   2   2    10
   446   178   2   2     9
   448   178   2   2     7
   450   178   2   2     5
    26   180   2   2     5
    28   180   2   2     5
    30   180   2   2     5
    32   180   2   2     5
    34   180   2   2     5
    96   180   2   2     8
   100   180   2   2     7
   102   180   2   2     8
   180   180   2   2     5
   194   180   2   2     5
   196   180   2   2     6
   198   180   2   2     6
   448   180   2   2    10
   450   180   2   2     8
   452   180   2   2     5
    26   182   2   2     5
    28   182   2   2     5
    30   182   2   2     5
    32   182   2   2     5
    34   182   2   2     5
    96   182   2   2     8
    98   182   2   2     8
   100   182   2   2     8
   102   182   2   2     8
   180   182   2   2     5
   196   182   2   2     5
   198   182   2   2     6
   448   182   2   2    11
   450   182   2   2    10
   452   182   2   2     8
   454   182   2   2     6
   456   182   2   2     5
    32   184   2   2     5
    34   184   2   2     5
   180   184   2   2     5
   196   184   2   2     5
   198   184   2   2     8
   452   184   2   2    10
   454   184   2   2     9
   456   184   2   2     7
   458   184   2   2     5
   460   184   2   2     5
    32   186   2   2     5
    34   186   2   2     5
   180   186   2   2     5
   196   186   2   2     5
   198   186   2   2     8
   452   186   2   2    12
   454   186   2   2    11
   456   186   2   2    10
   458   186   2   2     9
   460   186   2   2     7
   462   186   2   2     5
   464   186   2   2     5
   466   186   2   2     5
   468   186   2   2     5
   470   186   2   2     5
    32   188   2   2     5
    34   188   2   2     5
   180   188   2   2     5
   196   188   2   2     6
   198   188   2   2     8
   460   188   2   2     9
   462   188   2   2     9
   464   188   2   2     9
   466   188   2   2     8
   468   188   2   2     7
   470   188   2   2     7
   472   188   2   2     6
   474   188   2   2     5
    32   190   2   2     5
    34   190   2   2     5
   180   190   2   2     6
   196   190   2   2     5
   198   190   2   2     7
   460   190   2   2    11
   462   190   2   2    11
   464   190   2   2    10
   466   190   2   2     9
   468   190   2   2     9
   470   190   2   2     8
   472   190   2   2     8
   474   190   2   2     8
   476   190   2   2     6
   478   190   2   2     5
    32   192   2   2     5
    34   192   2   2     5
   180   192   2   2     6
   194   192   2   2     5
   196   192   2   2     5
   198   192   2   2     5
   476   192   2   2     9
   478   192   2   2     8
   480   192   2   2     7
   482   192   2   2     5
    32   194   2   2     5
    34   194   2   2     5
   180   194   2   2     6
   196   194   2   2     5
   198   194   2   2     7
   476   194   2   2    11
   478   194   2   2    10
   480   194   2   2     9
   482   194   2   2     8
   484   194   2   2     6
   486   194   2   2     5
    32   196   2   2     5
    34   196   2   2     5
    36   196   2   2     5
    38   196   2   2     5
    40   196   2   2     5
    42   196   2   2     5
   180   196   2   2     7
   182   196   2   2     5
   194   196   2   2     5
   196   196   2   2     5
   198   196   2   2     8
   480   196   2   2    11
   482   196   2   2    10
   484   196   2   2     9
   486   196   2   2     8
   488   196   2   2     6
   490   196   2   2     5
    34   198   2   2     5
    36   198   2   2     5
    38   198   2   2     5
    40   198   2   2     5
    42   198   2   2     5
   180   198   2   2     7
   182   198   2   2     5
   186   198   2   2     5
   194   198   2   2     5
   196   198   2   2     6
   198   198   2   2     7
   480   198   2   2    13
   482   198   2   2    12
   484   198   2   2    11
   486   198   2   2    10
   488   198   2   2     9
   490   198   2   2     7
   492   198   2   2     5
   494   198   2   2     5
    38   200   2   2     5
    40   200   2   2     5
    42   200   2   2     5
   180   200   2   2     9
   182   200   2   2     7
   184   200   2   2     6
   186   200   2   2     6
   188   200   2   2     5
   194   200   2   2     5
   196   200   2   2     6
   198   200   2   2     7
   488   200   2   2    11
   490   200   2   2    10
   492   200   2   2     9
   494   200   2   2     7
   496   200   2   2     5
   498   200   2   2     5
    40   202   2   2     5
    42   202   2   2     5
   180   202   2   2     9
   182   202   2   2     9
   184   202   2   2     8
   186   202   2   2     8
   188   202   2   2     7
   190   202   2   2     5
   194   202   2   2     5
   196   202   2   2     6
   198   202   2   2     6
   488   202   2   2    13
   490   202   2   2    12
   492   202   2   2    11
   494   202   2   2    10
   496   202   2   2     9
   498   202   2   2     8
   500   202   2   2     6
   502   202   2   2     5
   504   202   2   2     5
    40   204   2   2     5
    42   204   2   2     5
    44   204   2   2     5
    46   204   2   2     5
   188   204   2   2     8
   190   204   2   2     7
   192   204   2   2     5
   194   204   2   2     5
   196   204   2   2     6
   198   204   2   2     6
   500   204   2   2    10
   502   204   2   2     8
   504   204   2   2     7
   506   204   2   2     5
   508   204   2   2     5
    42   206   2   2     5
    44   206   2   2     5
    46   206   2   2     5
   188   206   2   2     9
   190   206   2   2     9
   192   206   2   2     8
   194   206   2   2     7
   196   206   2   2     7
   198   206   2   2     6
   500   206   2   2    12
   502   206   2   2    12
   504   206   2   2    11
   506   206   2   2    10
   508   206   2   2     8
   510   206   2   2     5
   512   206   2   2     5
   514   206   2   2     5
    42   208   2   2     5
    44   208   2   2     5
    46   208   2   2     5
    48   208   2   2     5
    50   208   2   2     5
    52   208   2   2     5
    54   208   2   2     5
   508   208   2   2    11
   510   208   2   2    10
   512   208   2   2     9
   514   208   2   2     8
   516   208   2   2     5
   518   208   2   2     5
    44   210   2   2     5
    46   210   2   2     5
    48   210   2   2     5
    50   210   2   2     5
    52   210   2   2     5
    54   210   2   2     5
   508   210   2   2    13
   510   210   2   2    13
   512   210   2   2    12
   514   210   2   2    10
   516   210   2   2     9
   518   210   2   2     7
   520   210   2   2     6
   522   210   2   2     5
   524   210   2   2     5
   526   210   2   2     5
    44   212   2   2     5
    46   212   2   2     5
    50   212   2   2     5
    52   212   2   2     5
    54   212   2   2     5
   520   212   2   2    11
   522   212   2   2    10
   524   212   2   2     9
   526   212   2   2     8
   528   212   2   2     7
   530   212   2   2     6
   532   212   2   2     5
   534   212   2   2     5
   536   212   2   2     5
   538   212   2   2     5
    52   214   2   2     5
    54   214   2   2     5
   520   214   2   2    13
   522   214   2   2    12
   524   214   2   2    12
   526   214   2   2    12
   528   214   2   2    11
   530   214   2   2    10
   532   214   2   2     9
   534   214   2   2     9
   536   214   2   2     8
   538   214   2   2     7
   540   214   2   2     6
   542   214   2   2     5
    54   216   2   2     5
    56   216   2   2     5
    58   216   2   2     5
   536   216   2   2    11
   538   216   2   2    10
   540   216   2   2    10
   542   216   2   2     8
   544   216   2   2     6
   546   216   2   2     5
   548   216   2   2     5
    54   218   2   2     5
    56   218   2   2     5
    58   218   2   2     5
   536   218   2   2    13
   538   218   2   2    13
   540   218   2   2    12
   542   218   2   2    11
   544   218   2   2    10
   546   218   2   2     8
   548   218   2   2     6
   550   218   2   2     5
   552   218   2   2     5
    54   220   2   2     5
    56   220   2   2     5
    58   220   2   2     5
   212   220   2   2     9
   214   220   2   2     9
   216   220   2   2     9
   218   220   2   2     5
   220   220   2   2     7
   222   220   2   2     9
   548   220   2   2    11
   550   220   2   2    10
   552   220   2   2     8
   554   220   2   2     6
   556   220   2   2     5
    54   222   2   2     5
    56   222   2   2     5
    58   222   2   2     5
   212   222   2   2    10
   214   222   2   2    10
   216   222   2   2     8
   218   222   2   2     5
   220   222   2   2     7
   222   222   2   2     9
   548   222   2   2    13
   550   222   2   2    13
   552   222   2   2    12
   554   222   2   2    11
   556   222   2   2     9
   558   222   2   2     7
   560   222   2   2     5
   564   222   2   2     5
    56   224   2   2     5
    58   224   2   2     5
    60   224   2   2     5
    62   224   2   2     5
    64   224   2   2     5
    66   224   2   2     5
    68   224   2   2     6
    70   224   2   2     6
   212   224   2   2    10
   214   224   2   2    10
   216   224   2   2     6
   220   224   2   2     7
   222   224   2   2     9
   556   224   2   2    12
   558   224   2   2    11
   560   224   2   2     9
   562   224   2   2     9
   564   224   2   2     6
   566   224   2   2     5
   568   224   2   2     5
    56   226   2   2     5
    58   226   2   2     5
    60   226   2   2     5
    62   226   2   2     5
    64   226   2   2     5
    66   226   2   2     5
    68   226   2   2     5
    70   226   2   2     6
   212   226   2   2    10
   214   226   2   2     9
   216   226   2   2     5
   220   226   2   2     6
   222   226   2   2     9
   556   226   2   2    14
   558   226   2   2    13
   560   226   2   2    13
   562   226   2   2    12
   564   226   2   2    11
   566   226   2   2    10
   568   226   2   2     9
   570   226   2   2     8
   572   226   2   2     7
   574   226   2   2     6
   576   226   2   2     5
   578   226   2   2     5
    58   228   2   2     5
    60   228   2   2     5
    62   228   2   2     5
    64   228   2   2     5
    68   228   2   2     5
    70   228   2   2     5
   212   228   2   2    10
   214   228   2   2     8
   220   228   2   2     6
   222   228   2   2     9
   572   228   2   2    11
   574   228   2   2    11
   576   228   2   2     9
   578   228   2   2     8
   580   228   2   2     6
   582   228   2   2     5
    62   230   2   2     5
    70   230   2   2     5
   212   230   2   2     9
   214   230   2   2     6
   220   230   2   2     6
   222   230   2   2     9
   572   230   2   2    13
   574   230   2   2    13
   576   230   2   2    13
   578   230   2   2    12
   580   230   2   2    11
   582   230   2   2     9
   584   230   2   2     7
   586   230   2   2     5
    70   232   2   2     5
    72   232   2   2     5
    74   232   2   2     5
   208   232   2   2     9
   210   232   2   2     9
   212   232   2   2     8
   214   232   2   2     5
   220   232   2   2     6
   222   232   2   2     9
   584   232   2   2    11
   586   232   2   2    10
   588   232   2   2     8
   590   232   2   2     7
   592   232   2   2     6
   594   232   2   2     5
    70   234   2   2     5
    72   234   2   2     5
    74   234   2   2     5
   208   234   2   2     9
   210   234   2   2     9
   212   234   2   2     6
   220   234   2   2     5
   222   234   2   2     9
   584   234   2   2    13
   586   234   2   2    13
   588   234   2   2    12
   590   234   2   2    11
   592   234   2   2    10
   594   234   2   2     9
   596   234   2   2     8
   598   234   2   2     6
    70   236   2   2     5
    72   236   2   2     5
    74   236   2   2     5
    76   236   2   2     5
    78   236   2   2     5
   128   236   2   2     8
   130   236   2   2     7
   132   236   2   2     6
   134   236   2   2     6
   136   236   2   2     7
   138   236   2   2     7
   140   236   2   2     7
   142   236   2   2     8
   144   236   2   2     8
   146   236   2   2     8
   204   236   2   2     9
   206   236   2   2     9
   208   236   2   2     9
   210   236   2   2     8
   212   236   2   2     5
   220   236   2   2     5
   222   236   2   2     9
   596   236   2   2    11
   598   236   2   2    11
   600   236   2   2     9
   602   236   2   2     8
   604   236   2   2     6
    72   238   2   2     5
    74   238   2   2     5
    76   238   2   2     5
    78   238   2   2     5
   128   238   2   2     8
   130   238   2   2     7
   132   238   2   2     6
   134   238   2   2     5
   136   238   2   2     5
   138   238   2   2     5
   140   238   2   2     6
   142   238   2   2     7
   144   238   2   2     7
   146   238   2   2     8
   204   238   2   2     9
   206   238   2   2     9
   208   238   2   2     8
   210   238   2   2     6
   220   238   2   2     5
   222   238   2   2     8
   596   238   2   2    13
   598   238   2   2    13
   600   238   2   2    12
   602   238   2   2    11
   604   238   2   2     9
   606   238   2   2     8
   608   238   2   2     5
    74   240   2   2     5
    76   240   2   2     5
    78   240   2   2     5
    80   240   2   2     5
    82   240   2   2     5
   120   240   2   2     7
   122   240   2   2     7
   124   240   2   2     7
   126   240   2   2     8
   128   240   2   2     7
   130   240   2   2     5
   140   240   2   2     5
   142   240   2   2     5
   144   240   2   2     6
   146   240   2   2     6
   148   240   2   2     7
   150   240   2   2     7
   152   240   2   2     7
   154   240   2   2     7
   156   240   2   2     8
   158   240   2   2     8
   160   240   2   2     8
   162   240   2   2     9
   204   240   2   2     9
   206   240   2   2     8
   208   240   2   2     7
   222   240   2   2     8
   224   240   2   2    10
   226   240   2   2    11
   604   240   2   2    12
   606   240   2   2    11
   608   240   2   2     8
   610   240   2   2     7
   612   240   2   2     7
   614   240   2   2     6
   616   240   2   2     5
    76   242   2   2     5
    78   242   2   2     5
    80   242   2   2     5
    82   242   2   2     5
   120   242   2   2     7
   122   242   2   2     7
   124   242   2   2     7
   126   242   2   2     6
   128   242   2   2     5
   146   242   2   2     5
   148   242   2   2     5
   150   242   2   2     5
   152   242   2   2     5
   154   242   2   2     5
   156   242   2   2     5
   158   242   2   2     6
   160   242   2   2     7
   162   242   2   2     8
   204   242   2   2     8
   206   242   2   2     8
   208   242   2   2     5
   222   242   2   2     8
   224   242   2   2    10
   226   242   2   2    11
   604   242   2   2    13
   606   242   2   2    13
   608   242   2   2    12
   610   242   2   2    12
   612   242   2   2    11
   614   242   2   2     9
   616   242   2   2     8
   618   242   2   2     6
    82   244   2   2     5
    84   244   2   2     5
    86   244   2   2     5
    88   244   2   2     5
    90   244   2   2     5
   116   244   2   2     7
   118   244   2   2     7
   120   244   2   2     7
   122   244   2   2     6
   124   244   2   2     5
   160   244   2   2     5
   162   244   2   2     5
   164   244   2   2     6
   166   244   2   2     7
   168   244   2   2     8
   170   244   2   2     8
   200   244   2   2     9
   202   244   2   2     8
   204   244   2   2     8
   206   244   2   2     5
   222   244   2   2     7
   224   244   2   2     9
   226   244   2   2    11
   616   244   2   2    11
   618   244   2   2    11
   620   244   2   2     9
   622   244   2   2     7
   624   244   2   2     5
